TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
3025,slash,y00948,Himalayan/Eastern Buzzard,Buteo refectus/japonicus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3026,species,moubuz2,Mountain Buzzard,Buteo oreophilus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3027,species,moubuz3,Forest Buzzard,Buteo trizonatus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3028,form,moubuz4,Elgin Buzzard (undescribed form),Buteo [undescribed form],Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3029,species,madbuz1,Madagascar Buzzard,Buteo brachypterus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3030,species,combuz4,Cape Verde Buzzard,Buteo bannermani,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3030.1,species,socbuz1,Socotra Buzzard,Buteo socotraensis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3031,species,lolbuz1,Long-legged Buzzard,Buteo rufinus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3032,issf,lolbuz2,Long-legged Buzzard (Northern),Buteo rufinus rufinus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,lolbuz1
3033,issf,lolbuz3,Long-legged Buzzard (Atlas),Buteo rufinus cirtensis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,lolbuz1
3033.3,hybrid,x00766,Common x Long-legged Buzzard (hybrid),Buteo buteo x rufinus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3033.4,slash,y01024,Common/Long-legged Buzzard,Buteo buteo/rufinus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3033.5,species,uplbuz1,Upland Buzzard,Buteo hemilasius,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3033.7,hybrid,x00789,Long-legged x Upland Buzzard (hybrid),Buteo rufinus x hemilasius,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3033.9,slash,y00843,Long-legged/Upland Buzzard,Buteo rufinus/hemilasius,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3034,species,renbuz1,Red-necked Buzzard,Buteo auguralis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3035,species,augbuz1,Augur Buzzard,Buteo augur,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3036,species,arcbuz1,Archer's Buzzard,Buteo archeri,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3037,species,jacbuz1,Jackal Buzzard,Buteo rufofuscus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3038,spuh,buteo,Buteo sp.,Buteo sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3039,spuh,y00681,Geranoaetus/Buteo sp.,Geranoaetus/Buteo sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3040,spuh,y00221,Buteo/eagle sp.,Buteo/eagle sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3041,spuh,hawk,hawk sp.,Accipitridae sp. (hawk sp.),Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3042,spuh,eagle1,eagle sp.,Accipitridae sp. (eagle sp.),Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,
3225.02,species,grebus1,Great Bustard,Otis tarda,Otidiformes,Otididae (Bustards),Bustards,
3225.04,species,arabus1,Arabian Bustard,Ardeotis arabs,Otidiformes,Otididae (Bustards),,
3225.06,species,korbus1,Kori Bustard,Ardeotis kori,Otidiformes,Otididae (Bustards),,
3225.08,species,indbus1,Indian Bustard,Ardeotis nigriceps,Otidiformes,Otididae (Bustards),,
3225.1,species,ausbus1,Australian Bustard,Ardeotis australis,Otidiformes,Otididae (Bustards),,
3225.12,species,houbus1,Houbara Bustard,Chlamydotis undulata,Otidiformes,Otididae (Bustards),,
3225.14,issf,houbus2,Houbara Bustard (Canary Is.),Chlamydotis undulata fuertaventurae,Otidiformes,Otididae (Bustards),,houbus1
3225.16,issf,houbus3,Houbara Bustard (North African),Chlamydotis undulata undulata,Otidiformes,Otididae (Bustards),,houbus1
3225.18,species,macbus1,Macqueen's Bustard,Chlamydotis macqueenii,Otidiformes,Otididae (Bustards),,
3225.2,species,ludbus1,Ludwig's Bustard,Neotis ludwigii,Otidiformes,Otididae (Bustards),,
3225.22,species,stabus1,Denham's Bustard,Neotis denhami,Otidiformes,Otididae (Bustards),,
3225.225,issf,denbus1,Denham's Bustard (Denham's),Neotis denhami denhami,Otidiformes,Otididae (Bustards),,stabus1
3225.23,issf,denbus2,Denham's Bustard (Jackson's),Neotis denhami jacksoni,Otidiformes,Otididae (Bustards),,stabus1
3225.235,issf,denbus3,Denham's Bustard (Stanley's),Neotis denhami stanleyi,Otidiformes,Otididae (Bustards),,stabus1
3225.24,species,heubus1,Heuglin's Bustard,Neotis heuglinii,Otidiformes,Otididae (Bustards),,
3225.26,species,nubbus1,Nubian Bustard,Neotis nuba,Otidiformes,Otididae (Bustards),,
3225.28,species,whbbus2,White-bellied Bustard,Eupodotis senegalensis,Otidiformes,Otididae (Bustards),,
3225.282,issf,whbbus1,White-bellied Bustard (White-bellied),Eupodotis senegalensis [senegalensis Group],Otidiformes,Otididae (Bustards),,whbbus2
3225.296,issf,whbbus3,White-bellied Bustard (Barrow's),Eupodotis senegalensis barrowii,Otidiformes,Otididae (Bustards),,whbbus2
3225.3,species,blubus1,Blue Bustard,Eupodotis caerulescens,Otidiformes,Otididae (Bustards),,
3225.32,species,karbus1,Karoo Bustard,Eupodotis vigorsii,Otidiformes,Otididae (Bustards),,
3225.34,species,ruebus1,RŸppell's Bustard,Eupodotis rueppelii,Otidiformes,Otididae (Bustards),,
3225.36,species,libbus1,Little Brown Bustard,Eupodotis humilis,Otidiformes,Otididae (Bustards),,
3225.38,species,savbus1,Savile's Bustard,Eupodotis savilei,Otidiformes,Otididae (Bustards),,
3225.4,species,bucbus1,Buff-crested Bustard,Eupodotis gindiana,Otidiformes,Otididae (Bustards),,
3225.42,species,recbus1,Red-crested Bustard,Eupodotis ruficrista,Otidiformes,Otididae (Bustards),,
3225.44,species,blabus3,Black Bustard,Eupodotis afra,Otidiformes,Otididae (Bustards),,
3225.46,species,whqbus1,White-quilled Bustard,Eupodotis afraoides,Otidiformes,Otididae (Bustards),,
3225.48,species,bkbbus1,Black-bellied Bustard,Lissotis melanogaster,Otidiformes,Otididae (Bustards),,
3225.5,species,harbus2,Hartlaub's Bustard,Lissotis hartlaubii,Otidiformes,Otididae (Bustards),,
3225.52,species,benflo2,Bengal Florican,Houbaropsis bengalensis,Otidiformes,Otididae (Bustards),,
3225.54,species,lesflo2,Lesser Florican,Sypheotides indicus,Otidiformes,Otididae (Bustards),,
3225.56,species,litbus1,Little Bustard,Tetrax tetrax,Otidiformes,Otididae (Bustards),,
3225.59,spuh,bustar1,bustard sp.,Otididae sp.,Otidiformes,Otididae (Bustards),,
3226,species,whbmes2,White-breasted Mesite,Mesitornis variegatus,Mesitornithiformes,Mesitornithidae (Mesites),Mesites,
3227,species,bromes1,Brown Mesite,Mesitornis unicolor,Mesitornithiformes,Mesitornithidae (Mesites),,
3228,species,submes1,Subdesert Mesite,Monias benschi,Mesitornithiformes,Mesitornithidae (Mesites),,
3228.6,species,kagu1,Kagu,Rhynochetos jubatus,Eurypygiformes,Rhynochetidae (Kagu),Kagu,
3228.8,species,sunbit1,Sunbittern,Eurypyga helias,Eurypygiformes,Eurypygidae (Sunbittern),Sunbittern,
3251,species,nkurai1,Nkulengu Rail,Himantornis haematopus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
3256,species,swirai1,Swinhoe's Rail,Coturnicops exquisitus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3257,species,yelrai,Yellow Rail,Coturnicops noveboracensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3258,issf,yelrai1,Yellow Rail (Northern),Coturnicops noveboracensis noveboracensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,yelrai
3259,issf,yelrai2,Yellow Rail (Goldman's),Coturnicops noveboracensis goldmani,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,yelrai
3260,species,sperai1,Speckled Rail,Coturnicops notatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3261,species,ocecra1,Ocellated Crake,Micropygia schomburgkii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3264,species,chfrai1,Chestnut Forest-Rail,Rallina rubra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3268,species,wsfrai1,White-striped Forest-Rail,Rallina leucospila,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3269,species,forrai1,Forbes's Rail,Rallina forbesi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3274,species,mayrai1,Mayr's Rail,Rallina mayri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3277,species,rencra1,Red-necked Crake,Rallina tricolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3278,species,andcra1,Andaman Crake,Rallina canningi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3278.5,form,grncra1,Great Nicobar Crake (undescribed form),Rallina [undescribed form],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3279,species,relcra1,Red-legged Crake,Rallina fasciata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3280,species,sllcra1,Slaty-legged Crake,Rallina eurizonoides,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3287,spuh,rallin1,Rallina sp.,Rallina sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3287.5,species,yebcra1,Yellow-breasted Crake,Hapalocrex flaviventer,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3288,species,rufcra2,Rusty-flanked Crake,Laterallus levraudi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3289,species,ruscra1,Rufous-sided Crake,Laterallus melanophaius,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3292,species,rudcra1,Ruddy Crake,Laterallus ruber,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3293,species,whtcra1,White-throated Crake,Laterallus albigularis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3294,issf,whtcra2,White-throated Crake (Rufous-faced),Laterallus albigularis albigularis/cerdaleus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,whtcra1
3296,issf,whtcra3,White-throated Crake (Gray-faced),Laterallus albigularis cinereiceps,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,whtcra1
3296.2,slash,y00844,Ruddy/White-throated Crake,Laterallus ruber/albigularis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3297,species,grbcra1,Gray-breasted Crake,Laterallus exilis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3298,species,galrai1,Galapagos Rail,Laterallus spilonota,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3299,species,blkrai,Black Rail,Laterallus jamaicensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3300,issf,blkrai1,Black Rail (Northern),Laterallus jamaicensis jamaicensis/coturniculus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,blkrai
3303,issf,blkrai2,Black Rail (Southern South America),Laterallus jamaicensis salinasi/murivagans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,blkrai
3306,issf,blkrai3,Black Rail (Junin),Laterallus jamaicensis tuerosi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,blkrai
3307,species,rawcra1,Red-and-white Crake,Laterallus leucopyrrhus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3307.2,slash,y01025,Rufous-sided/Red-and-white Crake,Laterallus melanophaius/leucopyrrhus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3308,species,rufcra1,Rufous-faced Crake,Laterallus xenopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3309,species,woorai1,Woodford's Rail,Nesoclopeus woodfordi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3309.2,issf,woorai2,Woodford's Rail (Bougainville),Nesoclopeus woodfordi tertius,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,woorai1
3309.4,issf,woorai3,Woodford's Rail (Santa Isabel),Nesoclopeus woodfordi immaculatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,woorai1
3309.6,issf,woorai4,Woodford's Rail (Guadalcanal),Nesoclopeus woodfordi woodfordi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,woorai1
3313,species,bawrai1,Bar-winged Rail,Nesoclopeus poecilopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3314,species,weka1,Weka,Gallirallus australis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3319,species,necrai1,New Caledonian Rail,Gallirallus lafresnayanus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3320,species,lohrai1,Lord Howe Rail,Gallirallus sylvestris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3321,species,okirai1,Okinawa Rail,Gallirallus okinawae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3322,species,tahrai1,Tahiti Rail,Gallirallus pacificus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3323,species,bubrai1,Buff-banded Rail,Gallirallus philippensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3345,species,chirai1,Chatham Islands Rail,Gallirallus modestus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3347,species,dierai1,Dieffenbach's Rail,Gallirallus dieffenbachii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3348,species,nebrai1,New Britain Rail,Gallirallus insignis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3349,species,guarai1,Guam Rail,Gallirallus owstoni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3350,species,wairai1,Wake Island Rail,Gallirallus wakensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3351,species,barrai1,Barred Rail,Gallirallus torquatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3357,species,calrai1,Calayan Rail,Gallirallus calayanensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3358,species,rovrai1,Roviana Rail,Gallirallus rovianae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3359,species,slbrai1,Slaty-breasted Rail,Gallirallus striatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3367,species,corcra,Corn Crake,Crex crex,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3368,species,rourai1,Rouget's Rail,Rougetius rougetii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3369,species,plarai1,Snoring Rail,Aramidopsis plateni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3370,species,inirai1,Inaccessible Island Rail,Atlantisia rogersi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3374.5,species,ridrai1,Ridgway's Rail,Rallus obsoletus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3375,issf,clarai3,Ridgway's Rail (San Francisco Bay),Rallus obsoletus obsoletus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,ridrai1
3376,issf,clarai4,Ridgway's Rail (Light-footed),Rallus obsoletus levipes,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,ridrai1
3377,issf,clarai6,Ridgway's Rail (South Baja),Rallus obsoletus beldingi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,ridrai1
3378,issf,clarai5,Ridgway's Rail (Yuma),Rallus obsoletus yumanensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,ridrai1
3379,species,kinrai2,Aztec Rail,Rallus tenuirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3384.3,species,manrai1,Mangrove Rail,Rallus longirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3384.4,issf,manrai2,Mangrove Rail (Fonseca),Rallus longirostris berryorum,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,manrai1
3384.5,issf,clarai10,Mangrove Rail (Ecuadorian),Rallus longirostris cypereti,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,manrai1
3389,issf,clarai8,Mangrove Rail (Atlantic),Rallus longirostris [longirostris Group],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,manrai1
3394.5,species,kinrai4,King Rail,Rallus elegans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3394.6,issf,kinrai1,King Rail (Northern),Rallus elegans elegans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,kinrai4
3394.8,issf,kinrai3,King Rail (Cuban),Rallus elegans ramsdeni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,kinrai4
3394.9,slash,kinrai,Aztec/King Rail,Rallus tenuirostris/elegans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3395,species,clarai11,Clapper Rail,Rallus crepitans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3395.2,issf,clarai1,Clapper Rail (Atlantic Coast),Rallus crepitans crepitans/waynei,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
3396,issf,clarai2,Clapper Rail (Gulf Coast),Rallus crepitans saturatus/scottii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
3397,issf,clarai7,Clapper Rail (Caribbean),Rallus crepitans [caribaeus Group],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
3398,issf,clarai9,Clapper Rail (Yucatan),Rallus crepitans [pallidus Group],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
3398.8,slash,clarai,Ridgway's/Mangrove/Clapper Rail,Rallus obsoletus/longirostris/crepitans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3399,slash,rallus,King/Clapper Rail,Rallus elegans/crepitans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3399.5,spuh,larrai1,large rail sp.,Rallus sp. (large Rallus sp.),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3400,species,plfrai1,Plain-flanked Rail,Rallus wetmorei,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3401,species,virrai,Virginia Rail,Rallus limicola,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3401.5,issf,virrai2,Virginia Rail (Virginia),Rallus limicola limicola/friedmanni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,virrai
3404,issf,virrai1,Virginia Rail (Ecuadorian),Rallus limicola aequatorialis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,virrai
3405,slash,y00602,King/Virginia Rail,Rallus elegans/limicola,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3406,species,bograi1,Bogota Rail,Rallus semiplumbeus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3409,species,ausrai1,Austral Rail,Rallus antarcticus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3410,species,watrai1,Water Rail,Rallus aquaticus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3414,species,bncrai1,Brown-cheeked Rail,Rallus indicus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3414.5,slash,y00949,Water/Brown-cheeked Rail,Rallus aquaticus/indicus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3415,species,afrrai1,African Rail,Rallus caerulescens,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3416,species,madrai1,Madagascar Rail,Rallus madagascariensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3417,spuh,rallus1,Rallus sp.,Rallus sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3418,species,luzrai1,Luzon Rail,Lewinia mirifica,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3419,species,lewrai1,Lewin's Rail,Lewinia pectoralis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3420,species,auirai1,Auckland Islands Rail,Lewinia muelleri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3421,species,whtrai1,White-throated Rail,Dryolimnas cuvieri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3422,species,afrcra1,African Crake,Crecopsis egregia,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3423,species,giwrai1,Giant Wood-Rail,Aramides ypecaha,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3424,species,brwrai1,Brown Wood-Rail,Aramides wolfi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3425,species,liwrai1,Little Wood-Rail,Aramides mangle,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3426,species,rnwrai1,Rufous-necked Wood-Rail,Aramides axillaris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3427,species,runwor1,Russet-naped Wood-Rail,Aramides albiventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3428,species,gycwor1,Gray-cowled Wood-Rail,Aramides cajaneus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3429,issf,gycwor2,Gray-cowled Wood-Rail (Gray-cowled),Aramides cajaneus cajaneus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,gycwor1
3430,issf,gycwor3,Gray-cowled Wood-Rail (Gray-backed),Aramides cajaneus avicenniae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,gycwor1
3438,slash,gnwrai1,Russet-naped/Gray-cowled Wood-Rail,Aramides albiventris/cajaneus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3447,species,rwwrai1,Red-winged Wood-Rail,Aramides calopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3448,species,sbwrai1,Slaty-breasted Wood-Rail,Aramides saracura,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3448.2,spuh,wood-r1,wood-rail sp.,Aramides sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3449,species,unicra1,Uniform Crake,Amaurolimnas concolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3453,species,bafrai2,Blue-faced Rail,Gymnocrex rosenbergii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
3454,species,baerai1,Bare-eyed Rail,Gymnocrex plumbeiventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
